,ISBN,author,author_followers,genre,pages,publish_date,publisher,rating,series,title,NYT_Bestseller,celeb_bookclub
13,0374156026,Angie  Kim,6.903747257584598,Mystery,355.0,2019-04-16,Algonquin Books,3.95,0,Miracle Creek,0,0
14,0385544251,Claire Lombardo,6.481577129276431,Fiction,532.0,2019-06-25,Algonquin Books,4.07,0,The Most Fun We Ever Had,1,0
15,0062898108,Trent Dalton,6.171700597410915,Fiction,453.0,2019-04-02,Algonquin Books,4.45,0,Boy Swallows Universe,0,0
16,125020058X,Anne  Griffin,6.126869184114185,Fiction,326.0,2019-03-05,Algonquin Books,4.08,0,When All Is Said,0,0
17,1984831925,Erin A. Craig,6.71295620067707,Fantasy,416.0,2019-08-06,Algonquin Books,3.98,0,House of Salt and Sorrows,1,0
18,0374311544,Hafsah Faizal,7.350516171833998,Fantasy,472.0,2019-05-14,Algonquin Books,3.83,1,We Hunt the Flame,1,0
19,1250313198,Tamsyn Muir,6.710523109452428,Fantasy,448.0,2019-09-10,Algonquin Books,4.27,1,Gideon the Ninth,0,0
20,1538715600,Abby Jimenez,7.1631723908466425,Romance,384.0,2019-06-11,Algonquin Books,3.96,0,The Friend Zone,0,0
21,0525510877,Taffy Brodesser-Akner,6.202535517187923,Fiction,384.0,2019-06-18,Algonquin Books,3.77,0,Fleishman Is in Trouble,1,0
22,1534437339,Rachael Lippincott,6.354370040797351,Young Adult,288.0,2018-11-20,Houghton Mifflin Harcourt,4.18,0,Five Feet Apart,1,0
25,0062498568,Angie Thomas,9.39099387166944,Young Adult,447.0,2019-02-05,Houghton Mifflin Harcourt,4.31,0,On the Come Up,0,0
26,006266283X,Elizabeth Acevedo,7.9208096792886,Young Adult,392.0,2019-05-07,Houghton Mifflin Harcourt,4.29,0,With the Fire on High,1,0
27,1524714720,Karen M. McManus,8.521384396034705,Mystery,329.0,2019-01-08,Houghton Mifflin Harcourt,3.97,0,Two Can Keep a Secret,1,0
28,0399160310,Ruta Sepetys,9.33300038471207,Historical,512.0,2019-10-01,Houghton Mifflin Harcourt,4.32,0,The Fountains of Silence,1,0
30,"Raleigh, North Carolina",Mason Deaver,6.520621127558696,Young Adult,329.0,2019-05-14,Houghton Mifflin Harcourt,4.18,0,I Wish You All the Best,0,0
32,1984830171,Katharine McGee,7.5485559791698735,Young Adult,448.0,2019-09-03,Houghton Mifflin Harcourt,3.85,1,American Royals,1,0
36,1683690966,Ashley Poston,7.76046702921342,Contemporary,320.0,2019-04-02,Houghton Mifflin Harcourt,3.91,1,The Princess and the Fangirl,0,0
37,1984812203,David   Yoon,5.135798437050262,Young Adult,432.0,2019-09-10,Houghton Mifflin Harcourt,3.89,1,Frankly in Love,1,0
38,1534425144,Jenn Bennett,7.953669778649798,Contemporary,426.0,2019-04-16,Houghton Mifflin Harcourt,3.79,0,Serious Moonlight,0,0
39,"//<![CDATA[
      var newTip = new Tip",Justin A. Reynolds,6.152732694704104,Add,457.0,2019-03-05,Houghton Mifflin Harcourt,3.76,0,Opposite of Always,0,0
40,1250145449,Kim Liggett,6.498282149476434,Young Adult,416.0,2019-10-08,Houghton Mifflin Harcourt,4.16,0,The Grace Year,1,0
41,0451469933,Julie Berry,7.10002716662926,Historical,480.0,2019-03-05,Houghton Mifflin Harcourt,4.28,0,Lovely War,0,0
42,B07M5V9VS9,S.K. Ali,6.400257445308821,Add,384.0,2019-04-30,Houghton Mifflin Harcourt,4.13,0,Love From A to Z,0,0
43,1250129834,Meredith Russo,7.010311867307229,Young Adult,288.0,2019-05-21,Houghton Mifflin Harcourt,4.3,0,Birthday,0,0
44,0316310352,Holly Black,10.360025930828293,Fantasy,326.0,2019-01-08,Nan A. Talese,4.46,1,The Wicked King,0,0
47,1250146070,Rainbow Rowell,11.750492495990162,Fantasy,356.0,2019-09-24,Nan A. Talese,4.14,1,Wayward Son,1,0
48,1442468432,Cassandra Clare,12.180467616814779,Fantasy,893.0,2018-12-04,Nan A. Talese,4.37,1,Queen of Air and Darkness,0,0
49,1250142288,Leigh Bardugo,10.89997482640456,Fantasy,514.0,2019-01-29,Nan A. Talese,4.22,1,King of Scars,1,0
50,0525645586,Rory Power,6.648984550024776,Young Adult,353.0,2019-07-09,Nan A. Talese,3.63,0,Wilder Girls,1,0
52,1681195089,Brigid Kemmerer,8.705331133531631,Fantasy,484.0,2019-01-29,Nan A. Talese,4.23,1,A Curse So Dark and Lonely,1,0
53,1250157668,Stephanie Garber,9.18563775933581,Fantasy,478.0,2019-05-07,Nan A. Talese,4.2,1,Finale,0,0
54,1481497618,Margaret  Rogerson,8.216898580913613,Fantasy,456.0,2019-06-04,Nan A. Talese,4.17,0,Sorcery of Thorns,1,0
56,1250078385,Marissa Meyer,11.322853954716212,Fantasy,552.0,2019-11-05,Nan A. Talese,4.51,1,Supernova,0,0
58,0765379325,Susan Dennard,8.883501584323207,Fantasy,464.0,2019-02-12,Nan A. Talese,4.33,1,Bloodwitch,0,0
59,1338188321,Maggie Stiefvater,11.77296394998518,Fantasy,472.0,2019-11-05,Nan A. Talese,4.51,1,Call Down the Hawk,1,0
60,0525513922,Astrid Scholte,6.81783057145415,Fantasy,413.0,2019-02-26,Nan A. Talese,3.76,0,Four Dead Queens,0,0
62,0553510665,Philip Pullman,9.768125914605452,Add,633.0,2019-10-03,Nan A. Talese,4.19,1,The Secret Commonwealth,1,0
65,125014454X,Roshani Chokshi,8.589885876809678,Fantasy,388.0,2019-01-15,Nan A. Talese,3.67,1,The Gilded Wolves,1,0
66,1484746449,Rick Riordan,12.540224334619566,Fantasy,440.0,2019-09-24,Broadway Books,4.44,1,The Tyrant's Tomb,0,0
69,1338111043,Victoria Schwab,10.810959513102064,Childrens,304.0,2019-09-03,Broadway Books,4.15,1,Tunnel of Bones,1,0
70,0545852501,Raina Telgemeier,9.110520036693972,Graphic Novels,213.0,2019-09-17,Broadway Books,4.37,1,Guts,1,0
72,"New York City, New York",Jerry Craft,5.043425116919247,Graphic Novels,256.0,2019-02-05,Broadway Books,4.06,0,New Kid,0,0
73,0062695177,Soman Chainani,8.19836438996762,Fantasy,624.0,2019-03-05,Broadway Books,4.53,1,A Crystal of Time,0,0
74,136801335X,Yoon Ha Lee,7.036148493750536,Fantasy,312.0,2019-01-15,Broadway Books,3.83,0,Dragon Pearl,1,0
75,141974027X,Jeff Kinney,9.276596167753247,Humor,224.0,2019-04-09,Broadway Books,3.98,0,Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal,1,0
76,0062838377,Margaret Peterson Haddix,8.511778558714738,Childrens,416.0,2019-04-02,Broadway Books,3.84,1,The Strangers,0,0
77,1368013848,Roshani Chokshi,8.589885876809678,Fantasy,381.0,2019-04-30,Broadway Books,4.31,0,Aru Shah and the Song of Death,1,0
82,0525553231,Holly Goldberg Sloan,6.826545223556594,Childrens,304.0,2019-02-12,Broadway Books,4.09,0,To Night Owl from Dogfish,0,0
84,0062563882,Gordon Korman,7.751475318021456,Childrens,288.0,2019-01-08,Broadway Books,4.28,0,The Unteachables,0,0
85,A Tale of Magic #1,Chris Colfer,8.85907931788153,Fantasy,496.0,2019-10-01,Broadway Books,4.38,0,A Tale of Magic...,0,0
86,0062473077,Julie   Murphy,8.081475040137052,Childrens,273.0,2019-10-01,Broadway Books,4.12,0,Dear Sweet Pea,0,0
87,1368039936,Kwame Mbalia,4.997212273764115,Fantasy,496.0,2019-10-15,Broadway Books,4.41,1,Tristan Strong Punches a Hole in the Sky,1,0
88,168369113X,Fred Rogers,6.22455842927536,Poetry,144.0,2019-03-19,CreateSpace Independent Publishing Platform,4.4,0,A Beautiful Day in the Neighborhood: The Poetry of Mister Rogers,1,0
91,1534425365,Lupita Nyong’o,3.784189633918261,Childrens,48.0,2019-10-15,CreateSpace Independent Publishing Platform,4.58,0,Sulwe,1,0
93,0525553363,Matthew A. Cherry,2.0794415416798357,Childrens,32.0,2019-05-14,CreateSpace Independent Publishing Platform,4.5,0,Hair Love,1,0
103,It's Not a Fairy Tale #2,Josh Funk,5.87493073085203,Childrens,40.0,2019-03-01,CreateSpace Independent Publishing Platform,4.05,0,It's Not Hansel and Gretel,0,0
104,1626727465,Kevin Noble Maillard,1.9459101490553132,Childrens,42.0,2019-10-22,CreateSpace Independent Publishing Platform,4.53,0,Fry Bread: A Native American Family Story,0,0
105,What If Everybody? #3,Ellen Javernick,3.6888794541139363,Childrens,32.0,2019-08-27,CreateSpace Independent Publishing Platform,3.46,0,What If Everybody Thought That?,0,0
106,Dexter T. Rexter,Lindsay Ward,4.795790545596741,Childrens,32.0,2019-04-16,CreateSpace Independent Publishing Platform,3.68,0,Vacation for Dexter!,0,0
107,1328780961,Kwame Alexander,7.404279118037268,Childrens,40.0,2019-04-02,CreateSpace Independent Publishing Platform,4.74,0,The Undefeated,1,0
110,0385543786,Margaret Atwood,10.926639673194344,Fiction,422.0,2019-09-10,Tor Books,4.23,1,The Testaments,1,0
113,1984822179,Sally Rooney,8.504715669905124,Fiction,273.0,2019-04-16,Tor Books,3.89,0,Normal People,1,0
114,154204006X,Glendy Vanderah,5.955837369464831,Fiction,332.0,2019-03-01,Tor Books,4.16,0,Where the Forest Meets the Stars,0,0
115,1982106980,Mary Beth Keane,7.007600613951853,Fiction,390.0,2019-05-28,Tor Books,4.04,0,"Ask Again, Yes",1,0
119,1542042968,Kelly Harms,6.375024819828097,Fiction,332.0,2019-05-01,Tor Books,3.93,0,The Overdue Life of Amy Byler,0,0
120,0812996542,Elizabeth Strout,8.473241303887054,Fiction,304.0,2019-10-15,Tor Books,4.33,1,"Olive, Again",1,1
122,0451491874,Abbi Waxman,7.188412736496954,Fiction,333.0,2019-07-09,Tor Books,3.87,0,The Bookish Life of Nina Hill,0,0
123,0062358200,Tara Conklin,6.871091294610546,Fiction,354.0,2019-02-05,Tor Books,3.76,0,The Last Romantics,1,0
124,0525535276,Jacqueline Woodson,8.490438454107418,Fiction,208.0,2019-09-17,Tor Books,4.07,0,Red at the Bone,1,0
128,0374155011,André Aciman,8.38091517312361,Fiction,260.0,2019-10-29,Tor Books,3.4,1,Find Me,1,0
129,0525541845,Bryn Greenwood,7.87359778968554,Fiction,436.0,2019-08-20,Tor Books,4.06,0,The Reckless Oath We Made,0,0
130,0802156983,Bernardine Evaristo,5.908082938168931,Fiction,464.0,2019-11-05,Tor Books,4.39,0,"Girl, Woman, Other",0,0
131,1555978401,Max Porter,6.437751649736401,Fiction,213.0,2019-05-14,Tor Books,4.17,0,Lanny,0,0
136,1501188771,Ruth Ware,9.511925349596956,Mystery,337.0,2019-08-06,Kensington Publishing Corporation,3.98,0,The Turn of the Key,1,0
137,1250105684,Jane Harper,8.592671652592143,Mystery,340.0,2019-02-05,Kensington Publishing Corporation,4.21,0,The Lost Man,0,0
138,1250133734,Greer Hendricks,8.265907334155747,Thriller,375.0,2019-01-08,Kensington Publishing Corporation,3.84,0,An Anonymous Girl,1,0
139,1250317991,Alex North,6.56244409369372,Thriller,355.0,2019-08-20,Kensington Publishing Corporation,4.09,0,The Whisper Man,1,0
140,1538748460,Harlan Coben,9.77229627684378,Mystery,371.0,2019-03-19,Kensington Publishing Corporation,4.07,0,Run Away,1,0
141,1524745146,Riley Sager,8.45553053102413,Thriller,371.0,2019-07-02,Kensington Publishing Corporation,3.98,0,Lock Every Door,1,0
143,1250120926,Sally Hepworth,8.636752426473876,Mystery,340.0,2019-04-23,Kensington Publishing Corporation,4.0,0,The Mother-in-Law,0,0
144,1250066212,Louise Penny,9.295232838994146,Mystery,437.0,2019-08-27,Kensington Publishing Corporation,4.38,1,A Better Man,1,0
145,1501190105,Lisa Jewell,9.334414687078109,Mystery,352.0,2019-11-05,Kensington Publishing Corporation,4.03,0,The Family Upstairs,1,0
146,031653126X,Adrian McKinty,7.333023014386481,Thriller,357.0,2019-07-09,Kensington Publishing Corporation,3.84,0,The Chain,1,0
148,0062834304,Jean Kwok,7.108244139731541,Fiction,336.0,2019-06-04,Kensington Publishing Corporation,3.68,0,Searching for Sylvie Lee,1,0
149,1542040353,Catherine McKenzie,8.132412674500905,Mystery,355.0,2019-06-01,Kensington Publishing Corporation,3.77,0,I'll Never Tell,0,0
150,0316485616,Michael Connelly,9.903087472514787,Mystery,405.0,2019-10-22,Kensington Publishing Corporation,4.39,1,The Night Fire,1,0
151,0062858084,Karin Slaughter,10.111030037621687,Thriller,446.0,2019-08-20,Kensington Publishing Corporation,4.19,1,The Last Widow,1,0
153,1476798621,Tosca Lee,7.638198244285779,Thriller,384.0,2019-01-29,Kensington Publishing Corporation,4.18,1,The Line Between,0,0
154,1524798622,Taylor Jenkins Reid,9.462887373659635,Historical,355.0,2019-03-05,Flatiron Books,4.22,0,Daisy Jones & The Six,1,1
157,0385537077,Colson Whitehead,8.740336742730447,Fiction,224.0,2019-07-16,Flatiron Books,4.29,0,The Nickel Boys,1,0
158,0062884344,Kate Quinn,8.783242963740905,Add,531.0,2019-02-26,Flatiron Books,4.27,0,The Huntress,0,0
159,1594634734,Elizabeth Gilbert,10.06172985026664,Historical,470.0,2019-06-04,Flatiron Books,4.07,0,City of Girls,1,0
160,0399562486,Jojo Moyes,10.652636923211357,Historical,400.0,2019-10-08,Flatiron Books,4.34,0,The Giver of Stars,1,1
162,0743298071,Diane Setterfield,8.284504227258497,Historical,464.0,2018-12-04,Flatiron Books,3.99,0,Once Upon a River,0,0
163,0778308618,Pam Jenoff,7.844632644464681,Historical,377.0,2019-01-29,Flatiron Books,3.88,0,The Lost Girls of Paris,0,0
164,0062963678,Ann Patchett,9.024733424190698,Fiction,337.0,2019-09-24,Flatiron Books,4.28,0,The Dutch House,1,0
165,0316420018,Elin Hilderbrand,9.507254695741542,Historical,432.0,2019-06-18,Flatiron Books,4.0,0,Summer of '69,1,0
167,1542040078,Amy Harmon,9.374837343857585,Historical,416.0,2019-03-01,Flatiron Books,4.38,0,What the Wind Knows,0,0
168,1250175453,Yangsze Choo,7.462789157412448,Historical,384.0,2019-02-12,Flatiron Books,3.86,0,The Night Tiger,1,1
169,1524796379,Martha Hall Kelly,8.236685322712457,Historical,432.0,2019-04-09,Flatiron Books,4.0,1,Lost Roses,1,0
170,1501133489,Jennifer Weiner,9.55016412883091,Fiction,480.0,2019-06-11,Flatiron Books,3.86,0,Mrs. Everything,1,0
171,1250265703,Heather   Morris,8.062432791583195,Historical,352.0,2019-10-01,Flatiron Books,4.43,0,Cilka's Journey,1,0
172,1492691631,Kim Michele Richardson,6.270988431858299,Historical,320.0,2019-05-07,Flatiron Books,4.25,0,The Book Woman of Troublesome Creek,0,0
173,1476749299,William Kent Krueger,8.074337694089515,Historical,450.0,2019-09-03,Flatiron Books,4.41,0,This Tender Land,1,0
174,1250195608,Nathan Makaryk,3.970291913552122,Historical,496.0,2019-08-06,Flatiron Books,4.09,0,Nottingham,0,0
175,0062839020,Lauren Willig,8.097426298597213,Historical,480.0,2019-06-04,Flatiron Books,3.89,0,The Summer Country,0,0
176,1250313074,Leigh Bardugo,10.89997482640456,Fantasy,458.0,2019-10-08,Multnomah Books,4.18,1,Ninth House,1,0
179,038554121X,Erin Morgenstern,9.909171369004426,Fantasy,512.0,2019-11-05,Multnomah Books,4.13,0,The Starless Sea,1,0
180,152479628X,George R.R. Martin,11.437231620601029,Fantasy,719.0,2018-11-20,Multnomah Books,3.89,1,Fire & Blood,1,0
182,1481495089,Cassandra Clare,12.18048813531734,Fantasy,350.0,2019-04-09,Multnomah Books,4.25,1,The Red Scrolls of Magic,1,0
183,1101885998,Katherine Arden,8.93102321585603,Fantasy,372.0,2019-01-08,Multnomah Books,4.52,1,The Winter of the Witch,1,0
184,1250122996,Nora Roberts,10.494851145928589,Fantasy,453.0,2018-12-04,Multnomah Books,4.3,1,Of Blood and Bone,1,0
185,0425281299,Patricia Briggs,10.04897221927811,Fantasy,368.0,2019-05-07,Multnomah Books,4.43,1,Storm Cursed,1,0
186,0735220174,Marlon James,7.959625305098115,Fantasy,620.0,2019-02-05,Multnomah Books,3.49,1,"Black Leopard, Red Wolf",1,0
187,1250195527,Seanan McGuire,9.211539652551664,Fantasy,528.0,2019-05-07,Multnomah Books,4.12,0,Middlegame,0,0
190,0062678132,S.A. Chakraborty,8.045588280803528,Fantasy,621.0,2019-01-22,Multnomah Books,4.42,1,The Kingdom of Copper,0,0
191,0062662635,R.F. Kuang,7.987864096085687,Fantasy,654.0,2019-08-06,Multnomah Books,4.33,1,The Dragon Republic,0,0
192,1250073049,Jay Kristoff,9.417923485172336,Fantasy,512.0,2019-09-03,Multnomah Books,4.42,1,Darkdawn,0,0
193,1250174619,Sarah Gailey,6.660575149839686,Fantasy,336.0,2019-06-04,Multnomah Books,3.67,0,Magic for Liars,0,0
194,0316251305,Brent Weeks,9.776449319365405,Fantasy,992.0,2019-10-22,Multnomah Books,4.4,1,The Burning White,1,0
196,031618716X,Joe Abercrombie,9.71269017726113,Fantasy,480.0,2019-09-17,Multnomah Books,4.52,1,A Little Hatred,1,0
197,0008152403,Mark  Lawrence,10.703581490007771,Fantasy,352.0,2019-04-04,Multnomah Books,4.36,1,Holy Sister,0,0
201,1791392792,Colleen Hoover,12.6982810391391,Thriller,314.0,2018-12-10,Riverhead Books,4.36,0,Verity,0,0
203,1250047323,Katherine Center,8.068089626278244,Romance,320.0,2019-08-13,Riverhead Books,4.1,0,Things You Save in a Fire,1,0
204,0451490827,Helen Hoang,9.076351731972865,Romance,296.0,2019-05-07,Riverhead Books,3.94,1,The Bride Test,0,0
205,1501194941,J.R. Ward,10.62539224351527,Fantasy,479.0,2019-04-02,Riverhead Books,4.45,1,The Savior,1,0
206,1793307504,L.J. Shen,9.687071321971345,Romance,320.0,2019-01-06,Riverhead Books,4.11,0,The Kiss Thief,0,0
208,1095447416,L.J. Shen,9.687071321971345,Romance,360.0,2019-04-21,Riverhead Books,4.23,1,Pretty Reckless,0,0
209,1250200350,Tracey Garvis Graves,8.589141690728821,Romance,291.0,2019-04-02,Riverhead Books,4.02,0,The Girl He Used to Know,0,0
210,1984802798,Uzma Jalaluddin,6.259581464064923,Romance,368.0,2019-06-04,Riverhead Books,3.93,0,Ayesha at Last,0,0
212,1984802194,Jasmine Guillory,8.193953023563742,Romance,320.0,2019-07-16,Riverhead Books,3.77,1,The Wedding Party,1,0
213,1538760185,Helena Hunting,9.627404615927698,Romance,384.0,2019-04-09,Riverhead Books,3.79,0,Meet Cute,0,0
214,198480538X,Jen DeLuca,6.274762021241939,Romance,336.0,2019-09-03,Riverhead Books,3.93,1,Well Met,0,0
215,0062952587,Ilona Andrews,10.035786936549613,Fantasy,352.0,2019-08-27,Riverhead Books,4.41,1,Sapphire Flames,0,0
216,1942874588,Penny Reid,9.601165503344832,Romance,334.0,2019-11-04,Riverhead Books,4.37,1,Beard Necessities,0,0
217,0990429296,Mariana Zapata,9.596758567164112,Romance,478.0,2019-08-13,Riverhead Books,4.07,0,The Best Thing,0,0
218,0062952560,Tessa Dare,8.957252944288902,Romance,256.0,2019-08-13,Riverhead Books,4.04,1,The Wallflower Wager,0,0
219,0062912976,Sarah MacLean,8.985320060649112,Romance,352.0,2019-07-30,Riverhead Books,4.16,1,Brazen and the Beast,0,0
220,1524759783,Blake Crouch,9.566895308714338,Science,336.0,2019-06-11,Random House,4.2,0,Recursion,1,0
223,0425285944,Pierce Brown,10.088430670035034,Science,757.0,2019-07-30,Random House,4.49,1,Dark Age,1,0
225,1534431004,Amal El-Mohtar,6.304448802421981,Science,201.0,2019-07-16,Random House,4.11,0,This Is How You Lose the Time War,0,0
226,1534439862,Rivers Solomon,6.854354502255021,Fantasy,176.0,2019-11-05,Random House,3.88,0,The Deep,0,0
227,0316332879,James S.A. Corey,9.391411146868485,Science,534.0,2019-03-26,Random House,4.59,1,Tiamat's Wrath,1,0
228,0385545118,Ian McEwan,9.294221855956884,Fiction,337.0,2019-04-23,Random House,3.64,0,Machines Like Me,1,0
229,1101947888,Ted Chiang,8.292047637431354,Short,350.0,2019-05-07,Random House,4.32,0,Exhalation,1,0
230,1250312833,Sylvain Neuvel,8.286017468404763,Science,108.0,2019-03-01,Random House,3.88,0,The Test,0,0
231,006245871X,Neal Stephenson,9.872873693918292,Science,896.0,2019-06-04,Random House,3.6,0,"Fall, Or Dodge in Hell",1,0
232,1542042836,Mark  Lawrence,10.703603954093316,Science,204.0,2019-05-01,Random House,3.77,1,One Word Kill,0,0
233,0062936018,Becky Chambers,8.642238680390461,Science,153.0,2019-09-03,Random House,4.26,0,"To Be Taught, If Fortunate",0,0
234,0399182101,Chuck Wendig,8.213110697596676,Science,782.0,2019-07-02,Random House,4.06,0,Wanderers,0,0
235,0765379961,Charlie Jane Anders,7.682021510826875,Science,368.0,2019-02-12,Random House,3.62,0,The City in the Middle of the Night,0,0
236,1250186439,Arkady Martine,6.0063531596017325,Science,462.0,2019-03-26,Random House,4.2,1,A Memory Called Empire,0,0
237,1984820982,Timothy Zahn,8.449342524508063,Media,334.0,2019-07-23,Random House,4.24,1,Thrawn: Treason,1,0
238,0765392100,Annalee Newitz,6.499787040655854,Science,352.0,2019-09-24,Random House,3.86,0,The Future of Another Timeline,0,0
239,0778369048,Mike Chen,5.459585514144159,Science,336.0,2019-01-29,Random House,3.78,0,Here and Now and Then,0,0
240,031645253X,Adrian Tchaikovsky,8.111928063310739,Science,608.0,2019-05-14,Random House,4.11,1,Children of Ruin,0,0
241,1481447963,Kameron Hurley,7.478734825567875,Science,356.0,2019-03-19,Random House,4.03,0,The Light Brigade,0,0
242,1982110562,Stephen King,13.420005681650363,Horror,561.0,2019-09-10,Knopf Publishing Group,4.23,0,The Institute,1,0
245,1538731339,Stephen Chbosky,9.21512888870798,Horror,720.0,2019-10-01,Knopf Publishing Group,3.54,0,Imaginary Friend,1,0
246,0451492285,Christina Henry,8.161089512845797,Horror,293.0,2019-06-18,Knopf Publishing Group,3.73,0,The Girl in Red,0,0
247,0385541384,Jennifer  McMahon,8.352790135124629,Horror,353.0,2019-04-30,Knopf Publishing Group,3.79,0,The Invited,0,0
248,1984822136,Rhett McLaughlin,6.419994928147142,Add,324.0,2019-10-29,Knopf Publishing Group,4.21,0,The Lost Causes of Bleak Creek,1,0
249,0062200674,Joe Hill,9.807967350678716,Horror,480.0,2019-10-01,Knopf Publishing Group,4.09,0,Full Throttle,1,0
250,0525559736,Mona Awad,5.605802066295998,Fiction,307.0,2019-06-11,Knopf Publishing Group,3.47,0,Bunny,0,0
251,1788549562,Michelle Paver,7.249215057114389,Horror,359.0,2019-04-11,Knopf Publishing Group,3.99,0,Wakenhyrst,0,0
252,1534429573,T. Kingfisher,6.7650389767805414,Horror,400.0,2019-10-01,Knopf Publishing Group,3.77,0,The Twisted Ones,0,0
253,152474767X,Shaun Hamill,4.709530201312334,Horror,336.0,2019-09-17,Knopf Publishing Group,3.94,0,A Cosmology of Monsters,0,0
254,1542041546,D.M. Pulley,6.234410725718371,Horror,400.0,2019-09-01,Knopf Publishing Group,3.98,0,No One's Home,0,0
255,0062679139,Paul Tremblay,8.262558973010657,Horror,352.0,2019-07-02,Knopf Publishing Group,3.55,0,Growing Things and Other Stories,0,0
256,1566895480,Brian Evenson,6.333279628139691,Horror,240.0,2019-06-11,Knopf Publishing Group,3.94,0,Song for the Unraveling of the World,0,0
257,076537823X,Cherie Priest,8.157657015196472,Horror,336.0,2019-07-09,Knopf Publishing Group,3.47,0,The Toll,0,0
258,1947848364,Scott   Thomas,6.194405391104672,Horror,437.0,2019-09-24,Knopf Publishing Group,3.63,0,Violet,0,0
259,1683691539,Clay McLeod Chapman,5.14166355650266,Horror,320.0,2019-10-08,Knopf Publishing Group,3.48,0,The Remaking,0,0
260,125022568X,Jennifer Giesbrecht,4.543294782270004,Fantasy,160.0,2019-09-24,Knopf Publishing Group,3.58,0,The Monster of Elendhaven,0,0
261,0062846906,Caitlin  Starling,5.147494476813453,Horror,415.0,2019-04-02,Knopf Publishing Group,3.71,0,The Luminous Dead,0,0
262,1982113162,Helen          Phillips,5.863631175598097,Fiction,272.0,2019-07-09,Knopf Publishing Group,3.24,0,The Need,0,0
263,1459744683,C.S.  O’Cinneide,4.007333185232471,Add,288.0,2019-07-20,Knopf Publishing Group,4.0,0,Petra's Ghost,0,0
264,052550883X,Ali Wong,5.66988092298052,Nonfiction,224.0,2019-10-15,Clarkson Potter Publishers,4.05,0,"Dear Girls: Intimate Tales, Untold Secrets, & Advice for Living Your Best Life",1,0
267,0525511776,Chelsea Handler,8.001355025826703,Nonfiction,256.0,2019-04-09,Clarkson Potter Publishers,4.07,0,Life Will Be the Death of Me: . . . and You Too!,1,0
268,1683691172,Ian Doescher,6.214608098422191,Humor,176.0,2019-04-23,Clarkson Potter Publishers,4.03,0,William Shakespeare's Much Ado About Mean Girls,0,0
270,0385543891,Helen Ellis,6.1092475827643655,Nonfiction,203.0,2019-04-16,Clarkson Potter Publishers,3.63,0,Southern Lady Code,0,0
273,Obama Biden Mysteries #2,Andrew Shaffer,6.949856455000773,Mystery,288.0,2019-07-09,Clarkson Potter Publishers,3.62,0,Hope Rides Again,0,0
278,0374214964,John Waters,6.805722553416985,Nonfiction,372.0,2019-05-21,Clarkson Potter Publishers,3.81,0,Mr. Know-It-All: The Tarnished Wisdom of a Filth Elder,0,0
282,0525561102,John Hodgman,6.786716950605081,Nonfiction,304.0,2019-10-15,Clarkson Potter Publishers,4.29,0,Medallion Status: True Stories from Secret Rooms,0,0
283,0062852752,Josh Gondelman,2.5649493574615367,Humor,272.0,2019-09-17,Clarkson Potter Publishers,4.0,0,Nice Try: Stories of Best Intentions and Mixed Results,0,0
284,1538751046,Jeannie Gaffigan,3.1780538303479458,Autobiography,320.0,2019-10-01,Clarkson Potter Publishers,4.29,0,"When Life Gives You Pears: The Healing Power of Family, Faith, and Funny People",0,0
285,152473201X,Raphael Bob-Waksberg,4.204692619390966,Add,256.0,2019-06-11,Clarkson Potter Publishers,4.21,0,Someone Who Will Love You in All Your Damaged Glory: Stories,0,0
286,1400209609,Rachel Hollis,9.335562336729565,Nonfiction,240.0,2019-03-05,First Second,4.0,0,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",1,0
289,1250178959,Karen Kilgariff,6.651571873589727,Nonfiction,304.0,2019-05-28,First Second,4.2,0,Stay Sexy & Don't Get Murdered: The Definitive How-To Guide,1,0
290,"Los Angeles, California",Lori Gottlieb,8.376781037699493,Nonfiction,432.0,2019-04-02,First Second,4.4,0,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",0,0
291,0316486639,Ronan Farrow,6.478509642208569,Nonfiction,448.0,2019-10-15,First Second,4.58,0,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators",1,0
292,0062888439,Mark Manson,8.846209127360996,Nonfiction,288.0,2019-05-14,First Second,3.77,0,Everything Is F*cked: A Book About Hope,1,0
293,0316478520,Malcolm Gladwell,9.913289357508388,Nonfiction,388.0,2019-09-10,First Second,4.04,0,Talking to Strangers: What We Should Know about the People We Don't Know,1,0
294,1451642296,Lisa Taddeo,6.453624998892692,Nonfiction,304.0,2019-07-09,First Second,3.72,0,Three Women,1,0
296,0525560343,Jodi Kantor,4.77912349311153,Nonfiction,310.0,2019-09-10,First Second,4.46,0,She Said: Breaking the Sexual Harassment Story That Helped Ignite a Movement,1,0
297,1250313570,Melinda Gates,8.946114375560743,Nonfiction,273.0,2019-04-23,First Second,4.3,0,The Moment of Lift: How Empowering Women Changes the World,1,0
298,0316449881,Lindy West,7.340835554123275,Nonfiction,260.0,2019-11-05,First Second,4.24,0,The Witches Are Coming,0,0
301,1555978274,Esmé Weijun Wang,5.493061443340548,Nonfiction,208.0,2019-02-05,First Second,4.19,0,The Collected Schizophrenias: Essays,1,0
